certNumber,streetName,streetNumber,sector,yearBuilt,heightRegime,apartmentCount,area,yearExpertise,expertName,observations,category
80.,Strada POPA NAN,137A,3,1933,S+P+3E+Pod,8,681,1997,Ion POPA,,Rs3
81.,Strada POPA PETRE,14,2,1930,S+P+3E,14,1.230,1996,Eugeniu IORDACHESCU,,Rs3
82.,"Bulevardul REGINA ELISABETA
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","55
 (35)",5,1966,S+P+8E,32,4.874,2000,Nicolae TEMELCU,,Rs3
83.,"Bulevardul REGINA ELISABETA (corp A + B)
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","57
 (37)",5,1900,S+P+2E+Ma; P+1E+Pod,11,1.602,2013,Maria DARIE,Încadrare în clasă de risc seismic în anul 2013,Rs3
84.,"Bulevardul REGINA ELISABETA
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","59
 (39)",5,1900,S+P+2E+Ma,9,1.898,2013,Maria DARIE,Încadrare în clasă de risc seismic în anul 2013,Rs3
85.,"Bulevardul REGINA ELISABETA
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","63
 (43)",5,1960,S+P+7E,71,5.824,2000,Rodica VASILESCU,,Rs3
86.,Strada SEVASTOPOL,8,1,1907,S+P+3E+Ma,0,960,2006,Ion VÂRŞĂ,"Încadrare în clasă de risc seismic în anul 2006;
 AC nr.92/572299/2006, PVRTL nr.1/2009",Rs3
87.,Piaţa SFINŢII VOIEVOZI,2,1,1945 - 1947,S+P+Mz+5E+Ma,22,1.586,1996,Alexandru HRISTOFOROV,,Rs3
88.,Strada SILVESTRU,73,2,1936,S+P+1E,4,349,2008,Sorin APOLZAN,Încadrare în clasă de risc seismic în anul 2008,Rs3
89.,"Strada SPĂTARU PREDA (corp C7)
 „ŢESĂTORIILE REUNITE” S.A.",5,5,1976,P+2E,0,1.563,2016,Aurelian PAVELESCU,,Rs3
90.,Strada SPIRU HARET,7A,1,1938,S+P+5E,28,779,1999,Anatolie CAZACLIU,,Rs3
91.,"Strada STELIAN MIHALE
 (boc 2, tronson I + II)",3,3,1974,S tehnic+P+10E,44,6.710,2013,Gavril POP,"Încadrare în clasă de risc seismic RsIII spre RsII în anul 2013 (documentaţie tehnico economică elaborată pentru creşterea
 eficienţei energetice a construcţiei)",Rs3
92.,Strada ŞTEFAN MIHĂILEANU,40,2,1943,S+P+4E+Ma,10,1.208,1997,Mihai URSACHESCU,,Rs3
93.,Strada ŞTIRBEI VODĂ,92,1,1936,S+P+4E,11,1.488,1999,Grigore ARSENIE,,Rs3
94.,Strada THOMAS MASARYK,9,2,1931,S+P+3E+Ma,19,1.335,2009,Corneliu NICUT,Încadrare în clasă de risc seismic în anul 2009,Rs3
95.,Strada TINCANI,10,6,1965,S+P+4E,100,10.866,2002,Gheorghe POPESCU,,Rs3
96.,Strada TRAIAN,77 - 79,3,1968,S+P+8E,47,4.655,1997,Alexandru HRISTOFOROV,,Rs3
97.,Strada TRANSILVANIEI,44,1,1946,S+P+4E+Pod,16,1.650,2002,Rodica VASILESCU,,Rs3
98.,Strada VASILE LASCĂR,33,2,1935;1979,S+P+8E,0,2.528,1998,Grigore ARSENIE,,Rs3
99.,Soseaua VERGULUI (bloc 15D),67,2,1977,S+P+18E,98,13.475,2012,Vasile BOGDAN,Încadrare în clasă de risc seismic în anul 2012,Rs3
100.,Calea VICTORIEI,12A,3,1978,S+P+6E,36,5.164,2010,Mihai VOICULESCU,Încadrare în clasă de risc seismic în anul 2010,Rs3
101.,Calea VICTORIEI,48 - 50,1,1910,S+P+6E,30,14.065,1998,Maria DARIE,,Rs3
102.,Strada VIŞINILOR,3,2,1936,S+P+1E,3,196,2012,Adrian STĂNESCU,Încadrare în clasă de risc seismic în anul 2012,Rs3
103.,Strada VULTURILOR (corp A),38,3,1900,S+P+1E+Ma,0,352,2009,Adina SIMION,Încadrare în clasă de risc seismic în anul 2009,Rs3
1.,Strada AUREL VLAICU,148,2,1938,S+P+3E,5,525,2009,Dan CĂPĂŢÂNĂ,Încadrare în clasă de risc seismic în anul 2009,Rs4
2.,Soseaua COLENTINA (bloc 1B – IRTA),23B,2,1977,S+P+11E,55,6.000,2010,Mihai URSACHESCU,,Rs4
3.,Strada CONSTANTIN DANIEL ROSENTHAL,30,1,2004,S+P+3E,3,543.37,2018,Iorgu NICULA,"Încadrare în clasă de risc seismic în anul 2018 AC nr.107/4/R/24691/2002
 AC nr.851/27/L/26664/2004
 PVRTL nr.84/2004",Rs4
4.,Strada GABROVENI,16,3,1884,S+P+1E,0,400,2015,Constantin PAVEL,Încadrare în clasă de risc seismic în anul 2015,Rs4
5.,Bulevardul HRISTO BOTEV,9,3,1913,S+P+3E+Ma,4,717,2010,Gheorghe RUSU CONSTANTIN,Încadrare în clasă de risc seismic în anul 2010,Rs4
6.,"Splaiul INDEPENDENTEI
 imobil birouri şi servicii “SEMA PARC OFFICE”",319 L,6,1985 - 1986,Sp+P+2E P+1E,0,38.109,2016,Dan CREŢU,"Încadrare în clasă de risc seismic în anul 2016, AC nr.800/2014
 AC nr.96/2016 PVRTL nr.76/2016",Rs4
7.,"Bulevardul ION MIHALACHE
 (corp F)",315,1,1963,S+P+3E,12,1.388,1996,Vladimir AMBROZIE,,Rs4
8.,"Splaiul UNIRII
 Imobil birouri și servicii “STEILMANN VESTICO” S.R.L.",76,4,1971,S+P+Mz+8E,0,2.499,2018,Dan POPESCU,"Încadrare în clasă de risc seismic în anul 2018 AC nr. 28.S/1999
 AC nr.214/2000 PVRTL nr.1/2003",Rs4
9.,Strada VALERIU BRANIŞTE,54 - 56 Bloc A,3,1969,S+P+4E,20,3.062,1997,Alexandru HRISTOFOROV,,Rs4
10.,Strada VALERIU BRANIŞTE,54 - 56 Bloc B,3,1969,S+P+4E,30,3.666,1997,Alexandru HRISTOFOROV,,Rs4
1.,"Bulevardul AVIATORILOR
 (corp A)",65,1,1933,S+P+2E+Ma,4,149,1997,Radu AGENT,"AC nr.635/1095408/2012
 PVRTL nr.1227603/2014",Consolidat
2.,Strada BARBU MĂMULEANU,11,2,1934,Ds+P+2E+Ma,5,431,1996,Mihai URSACHESCU,PVRTL nr.65177/2009,Consolidat
3.,"Strada BANIEI
 (fosta Strada SFANTUL GHEORGHE NOU)",5,3,1920,S+P+2E+Ma,0,600,1993,Mihai PERJESCU,AC nr.40/1026788/2012 PVRLT nr.3/2014,Consolidat
4.,Strada BĂRĂTIEI,35,3,1880,S+P+1E+Pod,2,1.273,1993,Laurenţiu SPOIALA,"AC nr.510/2005
 PVRTL nr.361/2006",Consolidat
5.,"Strada BLĂNARI
 Strada LIPSCANI","21
 43",3,1880,S+P+1E+Ma,0,2.700,2009,Dan POPESCU,"AC nr.72/862804/2009
 PVRTL nr.958521/2010",Consolidat
6.,Strada C. A. ROSETTI,25,2,1933,S+P+8E,36,4.013,1993,Silvia CARAMAN; Dragoş BADEA,PVRTL nr.438/2007,Consolidat
7.,Strada BUSOLEI,10,2,1900,Dp+P+2E+1Eretras,6,204,1993,Constantin DALBAN,"AC nr.740/54”B”/2013 AC nr.751/55”B”/2013
 PVRTLnr.23005/2015",Consolidat
8.,Strada C. A. ROSETTI,44,2,1933,S+P+3E+Ma,10,1.030,1993,Adina SIMION,PVRTL nr.7875/2004,Consolidat
9.,"Strada COLŢEI
 Strada NICOLAE MAVROGHENI","16
 13",3,"1930
 1880","S+P+1E
 S+P+1E+Ma",0,"70
 186",1993,"Mihai URSĂCHESCU
 Laurenţiu SPOIALĂ","AC nr.475/1244582/2014
 PVR nr.40/2014",Consolidat
10.,Strada COLŢEI,44,3,1908,S+P+2E+Ma,17,1.775,1993,Mircea MIRONESCU,"AC nr.55/782742/2008
 PVRTL nr.867900/2009",Consolidat
11.,Strada COVACI,1,3,1880,S+P+1E+Ma,5,911,1993,Ioan VÂRŞĂ,PVRTL 2009,Consolidat
12.,Strada COVACI,6,3,1860,S+P+1E+Ma,0,576,1993,Emil COROIU,"AC nr.44C/2001
 PVRTL nr.494805/2005",Consolidat
13.,"Strada COVACI
 (“CAFENEAUA VECHE”)",16,3,1900,S+P+Ma,0,980,2011,Mircea MIRONESCU,"AC nr.426/1007196/2011
 PVRTL nr.1094/2011",Consolidat
14.,Strada COVACI,19,3,1910,S+P+1E+Ma,0,921,1993,Mircea NEICU,AC nr.919/2009 PVRF nr.394/2011,Consolidat
15.,Strada D. I. MENDELEEV,2,1,1928,S+P+4E+Ma,0,875,1993,Eugeniu IORDACHESCU,"AC nr.762/1099100/2012
 PVRTL nr.1181592/2013",Consolidat
16.,Bulevardul DACIA,85,2,1935,S+P+5E,11,1.945,2001,Adina SIMION,AC nr.530/2011 PVRTL nr.2178/2016,Consolidat
17.,Calea FLOREASCA,112,1,1938,S+P+2E+Ma+Pod,5,749,1994,Adina SIMION,"AC nr.425/16/F/14972/2013
 PVRTL nr.28/2014",Consolidat
18.,Strada FRANCEZĂ,11,3,1885,S+P+1E,0,824,1993,Valter BOGDAN,"AC nr.712/1270235/2014
 PVRTL nr.576/2016",Consolidat
19.,Strada FRANCEZĂ,22,3,1900,P+4E+Ma,0,2.957,1993,Voicu DORDEA,"AC nr.25M/1996 şi nr.13F/1999
 PVRTL nr.1/1999",Consolidat
20.,Strada FRANCEZĂ,38 - 42,3,1870,S+P+2E+Ma S+P+1E+ Pod,5,872,1993,Laurenţiu SPOIALA,"AC nr.45/758741/2008
 AC nr.21/1119794/2013 PVR nr.23/2014",Consolidat
21.,Strada FRANCEZĂ,54,3,1770,Sp+P+1E+Pod,0,836,2012,Constantin PAVEL,"AC nr.53/1205036/2014
 PVRTL nr.1/2016",Consolidat
22.,Strada GABROVENI,55,3,1940,S+P+2E,0,255,1993,Alexandru PROGRESEANU,"AC nr.867/2009
 PVRTL nr.162/2010",Consolidat
23.,Strada GHEORGHE MANEA,15,3,1936,S+P+2E,5,672,1993,Alexandru PROGRESEANU,PVRTL nr.233/2007,Consolidat
24.,Bulevardul GHEORGHE MARINESCU,3,5,1940,S+P+6E,20,1.750,1997,Anatolie CAZACLIU,PVRTL nr.1/2004,Consolidat
25.,Strada GHIOCEI,25,2,1940,S+P+2E+Ma,0,358,1994,Ramiro SOFRONIE,"AC nr.194/12”G”/2015
 PVRTL nr.40705/2018",Consolidat
26.,Strada GRIGORE ALEXANDRESCU,78,1,1925 - 1930,S+P+3E,8,1.015,2005,Paul IOAN,AC nr.5/1/A/46921/2006 PVRTL nr.1/2008,Consolidat
27.,Calea GRIVIŢEI (Hotel “NORD”),143,1,1965,S+P+Mz+7E,0,13.100,1998,Traian POPP,AC nr.58G/1998 PVRTL nr.1/2001,Consolidat
28.,Strada HALELOR,5,3,1880,S+P+2E,0,3.028,1993,Dan POPESCU,"AC nr.5H/1999. nr.275/2003. nr.1379/2005.
 nr.4/2008
 PVRTL nr.414/2010",Consolidat
29.,Strada HALELOR,7,3,1890,S+P+3E,7,1.885,1993,Dan POPESCU,AC nr.854/2006 PVRTL nr.262/2006,Consolidat
30.,Strada HALELOR,13 - 15,3,1880,S+P+2E,5,640,1993,"Dan POPESCU
 Mihai URSĂCHESCU Octavian MĂNOIU","CONSOLIDAT PARŢIAL !
 (lucrări de consolidare executate la subsolul şi parterul imobilului)
 AC nr.225/2004 şi nr.24/2008 PVRTL nr.186/2004 şi nr.508/2008",Consolidat
31.,Strada HALELOR,17,3,1890,S+P+2E+Ma,8,1.160,2001,Vasile BERBECI,"AC nr.230/2009
 PVRTL nr.405/2010",Consolidat
32.,Bulevardul I. C. BRĂTIANU,5,3,1936,S+P+8E,26,2.235,1993,Gheorghe AFANASENCO,PVRTL nr.170/2014,Consolidat
33.,Strada IENACHIŢĂ VĂCĂRESCU,36,4,1885,S+P+1E,3,580,1993,Cristian BALAN,"AC nr.472/2011 AC nr.687/2012
 PVRTL nr.1112533/2012",Consolidat
34.,Strada ION BREZOIANU,44,1,1937,P+9,28,2.532,1997,Alexandrina PRETORIAN,PVRTL nr.4349/5081/2007,Consolidat
35.,"Strada ION FLORESCU
 (corp A + B)",13,3,1918,"S+P+2E
 S+P+3E",14,1.744,1993,,"AC nr.7F/1994
 PVRTL nr.6097/1996",Consolidat
36.,"Bulevardul ION MIHALACHE
 (corp A + B)",68,1,1938,S+P+3E,4,525,1993,Mircea CONDRUT,"AC nr.641/1091294/2012
 PVRTL nr.1/2017",Consolidat
37.,Strada IULIU BARASCH,12,3,1936,S+P+6E+Ma,15,1.640,1994,Dan STANCIULESCU,PVRTL nr.17/2003,Consolidat
38.,Strada ION NECULCE (corp A + B),74,1,1940,P+2E+Ma,0,354,1993,Horia DUGAN,"AC nr.12N/2001 AC nr.27N/2001
 PVRTL nr.2108/2005",Consolidat
39.,Bulevardul LASCĂR CATARGIU,15A,1,1934,S+P+5E+Pod,17,2.351,1998,Mariana STOENESCU,PVRTL nr.8/2004,Consolidat
40.,Bulevardul LASCĂR CATARGIU,48,1,1880,S+P+1E+Ma,7,716,1993,Dan POPESCU,"AC nr.479/53/2002
 PVRTL nr.1/2003",Consolidat
41.,Strada LIPSCANI Strada ŞELARI,"38
 1",3,1880,S+P+2E,2,730,1993,Constantin CARP,AC nr.778/1029993/2011 PVRTL nr.1/2015,Consolidat
42.,"Strada LIPSCANI
 Strada GABROVENI","40
 3",3,"1920
 1920","S+P+Mz+1E+Ma
 S+P+1E+Ma",2,212,"1993
 1993","Alexandru PROGRESEANU
 Mircea NEICU","AC nr.190/1228022/2014
 PVRTL nr.1/2015",Consolidat
43.,Strada LIPSCANI Strada GABROVENI,"46
 9",3,1880,S+P+2E,0,"129
 93",1993,Mircea NEICU Mircea MIHĂILESCU,"CONSOLIDAT PARŢIAL !
 (lucrări de consolidare executate la subsolul şi parterul imobilului)
 AC nr.14L/1999 PVRTL nr.1/2001",Consolidat
44.,Strada LIPSCANI,55,3,1912,S+P+2E,0,1.450,2009,Nicolae GOSPODINOV,"AC nr.655/1208226/2014
 PVRTL din 2015",Consolidat
45.,Strada LIPSCANI Strada GABROVENI,"76
 39",3,1900,S+P+1E ... 2E,3,682,1993,Laurenţiu SPOIALA,AC nr.81/972959/2011 PVRTL nr.153/2011,Consolidat
46.,Strada LIPSCANI,77,3,1875,S+P+1E,0,380,1993,Mircea NEICU,"AC nr.35/2004
 PVRTL nr.18/4394/2008",Consolidat
47.,Strada LIPSCANI,79,3,1875,S+P+3E+Ma,0,475,1993,Mircea NEICU,"AC nr.446/2004
 PVRTL nr.69/2007",Consolidat
48.,Strada LOUIS PASTEUR,30,5,1936,S+P+3E+Ma,8,1.283,1997,Emilian ŢIŢARU,"AC nr.787P/2004
 PVRTL din 2008",Consolidat
49.,Strada MARIA ROSETTI,55,2,1934,P+8E+Ma,20,2.105,1997,Alexandrina PRETORIAN,PVRTL nr.2728/2013,Consolidat
50.,Strada MIHAI EMINESCU,17,1,1937,S+P+7E+Ma,40,6.050,1995,Horia DUGAN,PVRTL nr.3552/2006,Consolidat
51.,"Strada MIHAI EMINESCU
 (corp A)",37,1,1900,S+P+1E,3,600,1993,Eugeniu IORDACHESCU,"AC nr.604/1097487/2012
 PVRTL din 2014",Consolidat
52.,Calea MOŞILOR,21,3,1940,S+P+3E,0,552,1993,Stelian PICULESCU,"AC nr.367/965853/2013
 PVRTL nr.1154863/2013",Consolidat
53.,Bulevardul NICOLAE BĂLCESCU,24,1,1928,S+P+12E,119,12.031,1995,Ioan NICULA. NicolaeŢOPA,PVRTL nr.305/2011,Consolidat
54.,Bulevardul NICOLAE BĂLCESCU,25,1,1928,2S+P+11E,98,12.318,1994,Silvia CARAMAN,PVRTL nr.547/2005,Consolidat
55.,Strada NICOLAE IORGA,31,1,1936,S+P+5E,19,1.720,1996,Leonid NEAGOE,PVRTL nr.2884/2014,Consolidat
56.,Bulevardul PACHE PROTOPOPESCU,51,2,0,S+P+2E+Pod,0,0,0,0,"AC nr.86/877210/2009
 PVRTL nr.9410/2012",Consolidat
57.,Strada PALEOLOGU,3,2,1936,P+5E,20,3.414,1993,Nicolae TUDOSE,PVRTL nr.10/2004,Consolidat
58.,Strada PETRE CRETU,68,1,1936,S+P+1E+Ma,3,651,1993,Mihai NĂVODARIU,PVRTL nr.01/2007,Consolidat
59.,"Strada PLANTELOR
 (corp B)",45,2,1895,S+P+1E+Ma,3,147,1993,Mihai URSĂCHESCU,PVRTL nr.75010/6409/2005,Consolidat
60.,Strada POLONA,24 - 26,1,1927,S+P+3E+Ma,5,1.058,2006,Zefir APOSTOL,"AC nr.77/1201997/2014
 PVRTL nr.1/2016",Consolidat
61.,Strada RADU CALOMFIRESCU,13,3,1891,S+P+1E,5,823,1993,Laurenţiu SPOIALĂ,PVRTL nr.1/2004,Consolidat
62.,Strada PROFESORILOR,10,4,1940,S+P+Ma,0,0,1993,Adina SIMION,"AC nr.1082/66002/2007
 PVRTL nr.362/2009",Consolidat
63.,"Bulevardul REGINA ELISABETA
 (“GRAND HOTEL DU BOULEVARD”)",21,5,1871,S+P+Mz+4E,0,8.430,2011,Traian POPP,"AC nr.724/1027900/2011
 PVRTL nr.29101401/2014",Consolidat
64.,"Bulevardul REGINA ELISABETA
 (sediul PRIMĂRIEI MUNICIPIULUI BUCUREŞTI)",47,5,1906 - 1911,S+P+3E+Ma,0,21.992,2011,Constantin PAVEL,"A.C. nr.177/2010 A.C. nr.447/2014
 P.V.R.T.L. nr.1772/1/2014",Consolidat
65.,Bulevardul REGINA MARIA,36 - 38,4,1900,S+P+1E+Ma,0,818,1993,Dan STANCIULESCU,"AC nr.49/2004
 PVRTL nr.450/2006",Consolidat
66.,Intrarea ROMA,3,1,1937,Ds+P+2E+Ma,2,424,1994,Silvia CARAMAN,"AC 682/17/R/30489/2009
 PVRTL nr.1/2011",Consolidat
67.,Piaţa ROMANĂ,5,1,1900,S+P+1E+Ma,11,1.485,1993,Armand NEFIAN,"AC nr.110R/1997
 PVRTL nr.230442/2000",Consolidat
68.,Strada SALCÂMILOR,12,2,1936,S+P+4E+Ma,10,2.396,1993,Mihai URSACHESCU,AC nr.208/19S/2004,Consolidat
69.,Strada SAPIENTEI (corp A),3,5,1920,S+P+3E+Ma,0,0,1994,Emil COROIU,AC nr212-S/2007 PVRTL din 30.08.2011,Consolidat
70.,Strada SLĂNIC,2,3,1921,S+P+3E+Ma,0,372,1993;1994,Armand NEFIAN,"AC nr.756/1096401/2012
 PVRTL nr.1/2014",Consolidat
71.,Strada SFÂNTUL ELEFTERIE,11,5,1936,P+4E+Ma,10,1.295,1997,Grigore ARSENIE,PVRTL nr.2776/2011,Consolidat
72.,Strada SILVESTRU,79,2,1936,C1: S+Ds+1E+Maparţial C2: Ds+P,0,483,2014,Gheorghe SARBU,"AC nr.697/1273653/2014 AC nr.620/1371471/2015
 PVRTL nr.1/2016",Consolidat
73.,Strada SMÂRDAN,11,3,1905,S+P+7E,0,849,1993,Niculaie TUDOSE,AC nr.2/2004 PVRTL nr.5/2006,Consolidat
74.,Strada SPERANŢEI,27,2,1929,Ds+P+2E,0,729,1993,Adina SIMION,"AC nr.155/1116755/2013
 PVRTL nr.1219359/2014",Consolidat
75.,Strada STAVROPOLEOS,8,3,1897,S+P+2E,0,900,1993,Nicolae ALEMAN,AC nr.3-S/1994 PVRTL nr.5309/1996,Consolidat
76.,Strada ŞEPCARI,12 - 14,3,1910,S+P+4E (2 - 4 retrase),0,788,"1993
 2014","Radu PETROVICI
 Bogdan GULEAC","AC nr.203/1224479/2014
 PVRTL nr.13/2014",Consolidat
77.,Strada ŞEPCARI,16,3,1900,S+P+1E+Pod,2,840,1993,Laurentiu SPOIALA,AC nr.665/2002 PVRTL nr.244/2010,Consolidat
78.,Strada ŞTIRBEI VODĂ,17,1,1936,P+8E,58,4.619,1997,Mihai NAVODARIU,PVRTL nr.1181/1/2009,Consolidat
79.,Strada VASILE PĂUN,5,5,1930,S+P+5E+Ma,12,1.615,1995,Niculaie TUDOSE,PVRTL nr.13/2003,Consolidat
80.,Calea VICTORIEI,23,3,,S+P+9E,45,1.595,1993,,PVRTL nr.3640/1996,Consolidat
81.,Strada VASILE STROESCU,6,2,1938,Sparţial+P+3E+Pod,4,593,2017,Constantin PAVEL,"AC nr.378/1332437/2015
 PVRP din 18.09.2017",Consolidat
82.,"Calea VICTORIEI
 (Teatrul de revistă “CONSTANTIN TĂNASE”)",33 - 35,1,1930,S+P+5E+Ma,66,4.800,1993,Victor NEDRITA,PVRTL nr.3403/2008,Consolidat
83.,"Calea VICTORIEI
 (hotel “CONTINENTAL”)",56,1,1900,S+P+3E+Ma,0,6.600,2006,Mircea MIRONESCU,"AC nr.3/693520/2008
 PVRTL nr.18/5945/S.G/2009",Consolidat
84.,Calea VICTORIEI,128A,1,1935,S+P+8E,59,6.675,1994,Mihai NAVODARIU,PVRTL nr.3259/2011,Consolidat
85.,Strada VIESPARILOR,26,2,1935,S+P+2E+Ma,0,760,1993,Dan STANCIULESCU,AC nr.630/25V/2005 PVRTL nr.71637/2006,Consolidat
1.,Strada 11 IUNIE,1,4,1911,S+P; S+P+1E,2,110,1993,Traian POPP,,U3
2.,Strada 11 IUNIE,1A,4,1910,S+P+1E,2,110,1993,Dan STANCIULESCU,,U3
3.,Strada 11 IUNIE,7,4,1939,S+P+3E,4,0,1993,Dan STANCIULESCU,,U1
4.,Strada 11 IUNIE,9,4,1925,S+P+1E+Ma,6,120,1993,Corneliu NICUT,,U3
5.,Strada 11 IUNIE,12,4,1933,S+P+3E+M,2,1.390,1995,Nicolai TOPA,,U3
6.,Strada 11 IUNIE,17,4,1928,S+P+1E+Ma,2,110,1993,Dan STANCIULESCU,,U2
7.,Strada 11 IUNIE,27,4,1929,S+P+1E+Ma; S+P+1E,2,110,1993,Eugeniu IORDACHESCU,,U3
8.,Strada 11 IUNIE,34,4,1930,S+P+1E+Ma; S+P,2,120,1993,Eugeniu IORDACHESCU,,U3
9.,Strada 11 IUNIE,35,4,1940,S+P+4E+Ma,5,310,1993,Dan STANCIULESCU,,U3
10.,Strada 11 IUNIE,36 - 38,4,1925,S+P+1E,2,90,1993,Eugeniu IORDACHESCU,,U3
11.,Strada 11 IUNIE,39,4,1920,S+P; S+P+1E,4,200,1993,Traian POPP. Liviu VINTILA LIVIU,,U3
12.,Strada 11 IUNIE,40,4,1920,S+P,1,80,1993,Rodica ANGELESCU,,U3
13.,Strada 11 IUNIE,43,4,1937,S+P+1E+Ma,2,100,1993,Rodica ANGELESCU,,U2
14.,Strada 11 IUNIE,44 - 46,4,1928,S+P,1,70,1993,Rodica ANGELESCU,,U3
15.,Strada 11 IUNIE,49,4,1885,S+P; S+P+1E,2,110,1993,Rodica ANGELESCU,,U3
16.,Strada 11 IUNIE,45C,4,1938,S+P,1,80,1993,Rodica ANGELESCU,,U3
17.,Strada 11 IUNIE,53C,4,1893,S+P,1,60,1993,Rodica ANGELESCU,,U3
18.,Strada 11 IUNIE,55,4,1930,S+P+2E+Ma,3,190,1993,Eugeniu IORDACHESCU,,U2
19.,Strada 11 IUNIE,57,4,1921,S+P; S+P+2E,2,100,1993,Cristian BALAN,,U2
20.,Strada 11 IUNIE,59,4,1890,S+P+1E,2,120,1993,Rodica ANGELESCU,,U2
21.,Strada 11 IUNIE,61C,4,1910,S+P+1E,2,100,1993,Eugeniu IORDACHESCU,,U3
22.,"Strada 11 IUNIE
 (corp C + D)",65,4,1923,"S+P+1E
 S+P;S+P+2E",3,180,1993,Cristian BALAN,,U3
23.,Strada 11 IUNIE,70,4,1930,S+P+1E,0,0,1993,Rodica ANGELESCU,,U3
24.,Strada 11 IUNIE,71,4,1925,S+P+2E+Ma,3,190,1993,Eugeniu IORDACHESCU,,U3
25.,Strada 11 IUNIE,73,4,1929,S+P+4E,4,260,1993,Cristian BALAN,,U3
26.,Strada 11 IUNIE,75,4,1925,S+P+5E+Ma,9,300,1993,Eugeniu IORDACHESCU,,U2
27.,Strada 11 IUNIE,75A,4,1914,S+P+1E+Ma,2,110,1993,Rodica ANGELESCU,,U2
28.,Strada 11 IUNIE,81,4,1893,S+P+1E,2,120,1993,Cristian BALAN,,U2
29.,Strada ACADEMIEI,2,3,1875,S+P+4E,12,4.006,1993,Maria DABIJA,,U3
30.,Strada ACADEMIEI,25,1,1870,S+P+2E+Ma,11,1.030,1993,Mircea NEICU,,U1
31.,Strada ACADEMIEI,27,1,1900,S+P+2E+Ma,5,541,1993,Mircea NEICU,,U2
32.,Strada ADY ENDRE,13,1,1951,S+P+2E+Ma,7,1.015,1993,Mircea NEICU,,U1. U3
33.,Strada AGRICULTORI,52,2,1909,S+P+2E,3,765,1993,Dan POPESCU,,U3
34.,Strada AGRICULTORI,86,2,1938,S+P+1E+Ma,2,624,1993,Niculaie TUDOSE,,U3
35.,Strada AGRICULTORI,93A,2,1974,S+P+1E+Ma,3,305,1993,Mircea VASILIU,,U1
36.,Strada ALECU RUSSO,7,2,1934,S+P+2E+Pod,0,541,1993,Adina SIMION,,U2
37.,Strada ALECU RUSSO,6C,2,1900,S+P+1E+Ma; S+P+1E+Ma,0,"198, 348",1993,Adina SIMION,,U2. U3
38.,Strada ALECU RUSSO,21,2,1939,S+P+4E,0,905,1993,Eugeniu IORDACHESCU,,U1
39.,Strada ALECU RUSSO,24 - 26,2,1947,S+P+6E,0,1.211,1993,Dan DUMITRESCU,,U3
40.,Aleea ALEXANDRU,46,1,1940,S+P+1E+Ma,7,331,1993,Mircea NEICU,,U2
41.,Strada ALEXANDRU BALASANU,2,4,1902,S+P,0,297,1993,Cristian BALAN,,U2
42.,Strada ALEXANDRU BALASANU,5,4,1900,S+P+1E,0,320,1993,Cristian BALAN,,U3
43.,Strada ALEXANDRU CAMPEANU,10,1,1938,S+P+2E+Ma,13,818,1995,Silvia CARAMAN,,U2
44.,Strada ALEXANDRU CAMPEANU,36,1,1936,S+P+3E+Ma,0,848,1995,Eugen ANTONESCU,,U3
45.,Strada ALEXANDRU CAMPEANU,38,1,1930,S+P+2E+Ma,0,406,1995,Eugen ANTONESCU,,U3
46.,Strada ALEXANDRU CONSTANTINESCU,21,1,1935,S+P+1E+Ma,0,669,1995,Dragoş BADEA,,U1
47.,Strada ALEXANDRU DEPARATEANU,5,1,1932,S+P+1E+Ma,0,367,1994,Radu PETROVICI,,U3
48.,Strada ALEXANDRU DONICI,2,2,1939,S+P+2E+Ma,0,0,1993,Alexandru PROGRESEANU,,U2
49.,Strada ALEXANDRU DONICI,9,2,1930,S+P+2E,0,784,1993,Alexandru PROGRESEANU,,U2
50.,Strada ALEXANDRU DONICI,10,2,1925,S+P+2E+Ma,0,580,1993,Mircea NEICU,,U2
51.,Strada ALEXANDRU DONICI,20,2,1935,S+P+3E,0,763,1994,Dan CAPATINA,,U3
52.,Bulevardul ALEXANDRU IOAN CUZA,19,1,1940,S+P+1E,0,170,1993,Ecaterina BALL,,U3
53.,Bulevardul ALEXANDRU IOAN CUZA,49,1,1932,S+P+4E,7,1.058,1993,Grigore ARSENIE,,U3
54.,Bulevardul ALEXANDRU IOAN CUZA,57,1,1920,S+P+1E,2,254,1993,Grigore ARSENIE,,U3
55.,Bulevardul ALEXANDRU IOAN CUZA,59,1,1940,S+P+1E+Ma,0,424,1993,Grigore ARSENIE,,U3
56.,Bulevardul ALEXANDRU IOAN CUZA,89,1,1945,S+P+2E,0,738,1996,Nicolae CONSTANTINESCU,,U2
57.,Bulevardul ALEXANDRU IOAN CUZA,99,1,1935,S+P+1E+Ma,4,1.223,1993,Ecaterina BALL,,U2
58.,Bulevardul ALEXANDRU IOAN CUZA,105,1,1925,S+P+3E,0,620,1995,Horia DUGAN,,U2
59.,Strada ALEXANDRU IPSILANTI,2,2,1974,S+P+10E,0,6.644,1993,Viorel CONSTANTINESCU,,U3
